height,latitude,longitude
1520.673095703125,41.807777404785156,79.92497253417969
1117.081787109375,-4.018314361572266,136.79147338867188
1209.91943359375,-43.09770584106445,-72.23554229736328
1116.14990234375,28.243825912475586,96.42108917236328
1223.2293701171875,-47.637691497802734,-72.34321594238281
1236.66455078125,71.6186294555664,-51.758602142333984
1267.5928955078125,27.87986183166504,93.00080108642578
1163.5526123046875,70.446533203125,-51.638694763183594
1022.990966796875,70.67854309082031,-51.900840759277344
1107.2078857421875,59.94760513305664,6.627795696258545
1078.78564453125,29.159088134765625,96.48538208007812
1350.947021484375,-42.466373443603516,-72.08865356445312
1145.2716064453125,-42.427852630615234,-72.36414337158203
1014.3786010742188,-72.51922607421875,170.25164794921875
1110.990234375,-78.41228485107422,-85.98609161376953
1038.066650390625,-78.43861389160156,-85.8756332397461
1028.5150146484375,-69.1744613647461,-70.2386703491211
1451.872802734375,-44.736053466796875,167.76116943359375
1244.6318359375,39.57296371459961,70.06914520263672
1406.9033203125,35.64630889892578,76.31033325195312
1180.60302734375,35.39162063598633,76.42242431640625
1115.3603515625,35.47227096557617,76.55119323730469
1113.140869140625,35.38612747192383,76.38986206054688
1063.93310546875,35.761295318603516,76.11495208740234
1046.8427734375,27.851303100585938,89.30149841308594
1046.94677734375,-46.539546966552734,-73.39398193359375
1036.83154296875,39.175018310546875,68.93112182617188
1373.9755859375,5.212995529174805,-76.18224334716797
1193.121826171875,-33.78395080566406,-80.80455780029297
1124.1578369140625,72.83150482177734,-26.7333927154541
1352.62158203125,27.965368270874023,86.96390533447266
1156.8958740234375,-73.59053039550781,169.70401000976562
1206.5726318359375,60.819007873535156,-43.631622314453125
1004.2235717773438,60.59238052368164,-43.83374786376953
1126.1484375,-48.551395416259766,-73.13728332519531
1049.8349609375,36.32859802246094,75.18795776367188
1509.01220703125,27.763681411743164,97.11930847167969
1476.720703125,27.709213256835938,97.1139144897461
1403.0352783203125,-63.00712966918945,-62.58739471435547
1160.3406982421875,73.11334228515625,-27.838502883911133
1402.042236328125,-50.32777404785156,-73.43905639648438
1233.020263671875,-50.99843215942383,-73.096435546875
1102.06640625,29.273681640625,102.96900177001953
1205.7867431640625,-9.771638870239258,-75.81563568115234
1412.24560546875,30.301572799682617,95.02458953857422
1113.20556640625,63.45242691040039,-42.00414276123047
2893.2578125,27.822736740112305,92.57917785644531
2685.23876953125,27.858970642089844,92.57032012939453
1008.544921875,35.038124084472656,77.15001678466797
2115.83154296875,29.637157440185547,95.06532287597656
1471.4013671875,29.65807342529297,95.11710357666016
1446.0986328125,29.620773315429688,95.03682708740234
1180.43798828125,-17.587230682373047,-149.49766540527344
1277.0189208984375,3.33636474609375,-65.55422973632812
1067.0682373046875,3.5894439220428467,-65.76741790771484
1102.9599609375,30.367897033691406,79.99534606933594
1020.13037109375,30.502117156982422,79.92475891113281
1063.858642578125,30.35863494873047,98.95306396484375
1217.572021484375,62.48210525512695,7.733747482299805
2754.15234375,29.648374557495117,101.93683624267578
1140.1588134765625,69.58349609375,-69.04159545898438
1563.0299072265625,71.56819152832031,-52.05216979980469
1224.199462890625,71.85919952392578,-52.544219970703125
1194.1875,71.83741760253906,-52.46487808227539
1247.721923828125,-7.1426100730896,-77.80572509765625
1324.218505859375,-67.37149810791016,164.7513427734375
1134.74951171875,30.109529495239258,94.22734069824219
1060.83837890625,30.427047729492188,94.96253967285156
1017.05224609375,30.202171325683594,94.20564270019531
1226.35595703125,28.564449310302734,83.79967498779297
1118.3760986328125,60.110023498535156,-44.49812316894531
1091.2884521484375,60.38944625854492,-44.460182189941406
1486.040283203125,-43.61115264892578,170.07957458496094
1037.96044921875,62.94511795043945,-150.71795654296875
1390.0699462890625,-68.82696533203125,-90.60798645019531
1207.5174560546875,-65.44952392578125,-63.74465560913086
1155.478271484375,-65.47193145751953,-63.53593063354492
1010.887451171875,-65.19204711914062,-63.127262115478516
1001.4979248046875,67.85455322265625,-66.32121276855469
1323.9091796875,28.46835708618164,84.01007080078125
1045.3321533203125,-49.78431701660156,-74.6230697631836
1901.205078125,35.930809020996094,75.82405853271484
1127.17529296875,35.946380615234375,75.76123046875
1011.1513671875,35.94174575805664,75.5313720703125
1129.57177734375,-71.61616516113281,170.62960815429688
