height,latitude,longitude,img
412.3900146484375, 36.644309997558594, 67.6478271484375,
435.3116455078125, -13.421015739440918, -73.03076171875,
434.8031005859375, -13.513425827026367, -73.22486114501953,
430.951904296875, 57.00458526611328, -123.8779296875,
445.33349609375, -6.2346391677856445, -78.19672393798828,
640.4718627929688, 81.46575927734375, -54.14748001098633,
557.1220703125, 81.44412231445312, -54.47605895996094,
547.765380859375, 81.51935577392578, -54.492950439453125,
451.689453125, 32.51089859008789, 76.9473876953125,
606.529296875, 66.27598571777344, -52.81819152832031,
565.4073486328125, 66.05772399902344, -52.26284408569336,
528.2144165039062, 66.11807250976562, -52.96741485595703,
430.1632080078125, 66.21147918701172, -52.78435516357422,
539.0413208007812, 4.481007099151611, -65.68689727783203,
512.1146240234375, 4.635552406311035, -65.54049682617188,
433.3116455078125, 4.34309196472168, -65.70257568359375,
1205.7867431640625, -9.771638870239258, -75.81563568115234,
511.4580078125, 52.667076110839844, -118.12651824951172,
402.633056640625, 52.99690246582031, -118.24539947509766,
525.2939453125, 35.83055114746094, 72.93364715576172,
416.609130859375, 35.51731491088867, 72.71837615966797,
413.60498046875, 35.7338752746582, 72.30154418945312,
959.21044921875, 28.532800674438477, 93.61543273925781,
919.83154296875, 28.079307556152344, 93.1134033203125,
520.998046875, 47.008121490478516, 8.98093032836914,
466.671142578125, 28.29967498779297, 93.97222137451172,
434.83203125, 70.43016815185547, -29.12047576904297,
432.881103515625, 70.61569213867188, -29.486648559570312,
818.866455078125, 60.290855407714844, -138.94512939453125,
402.40771484375, 55.523048400878906, 113.0030746459961,
720.4713134765625, 62.64168930053711, 8.549041748046875,
710.705810546875, 62.49725341796875, 8.184428215026855,
718.94189453125, -65.75518035888672, -64.23175811767578,
404.21453857421875, -65.72756958007812, -64.174072265625,
1402.042236328125, -50.32777404785156, -73.43905639648438,
1277.7877197265625, -50.99864196777344, -73.0937728881836,
1068.0904541015625, -50.942115783691406, -73.01689147949219,
715.4816284179688, 63.6307258605957, -50.58321762084961,
626.7095336914062, 63.62548065185547, -50.50579833984375,
411.652587890625, 63.5784912109375, -50.512718200683594,
502.2862548828125, -71.7630615234375, 9.009130477905273,
408.827392578125, -71.93695068359375, 9.224861145019531,
989.1721801757812, -66.83247375488281, -64.8646011352539,
936.2709350585938, -66.09724426269531, -64.56658935546875,
906.335205078125, -66.75443267822266, -64.4761734008789,
404.1568603515625, 64.7426528930664, -132.78810119628906,
401.5158996582031, 72.71382904052734, -56.0748291015625,
1140.1588134765625, 69.58349609375, -69.04159545898438,
932.0511474609375, 69.71981048583984, -69.59137725830078,
721.5960083007812, 69.84248352050781, -69.3929214477539,
563.4148559570312, 69.80594635009766, -69.60226440429688,
1352.62158203125, 27.965368270874023, 86.96390533447266,
723.6982421875, 27.97576141357422, 86.87678527832031,
715.23583984375, 27.876012802124023, 86.9592056274414,
400.6533203125, 6.096127510070801, -66.81181335449219,
418.7109375, 28.841461181640625, 82.53388977050781,
1520.673095703125, 41.807777404785156, 79.92497253417969,
448.65692138671875, -14.684064865112305, 38.31737518310547,
556.734619140625, 62.25700378417969, -7.234088897705078,
509.3966369628906, 62.29847717285156, -7.218276023864746,
442.71490478515625, 62.14751434326172, -7.296230316162109,
743.5760498046875, 5.3843994140625, -62.23694610595703,
724.5780029296875, 5.188741207122803, -62.32706832885742,
702.9246826171875, 5.3194146156311035, -62.281166076660156,
606.700439453125, 5.887248992919922, -62.12138366699219,
526.445556640625, 13.391255378723145, 38.532554626464844,
511.006103515625, 13.319319725036621, 38.48492431640625,
438.349365234375, 31.541574478149414, 108.75740051269531,
536.271728515625, 10.786866188049316, -73.5973129272461,
937.029296875, -54.43842315673828, -36.54800796508789,
606.7938842773438, -54.276756286621094, -36.85762023925781,
422.78955078125, 38.522579193115234, 73.37187194824219,
435.71356201171875, 28.280128479003906, 105.87688446044922,
402.364501953125, -17.317106246948242, -65.43878936767578,
720.9661865234375, 6.249528408050537, -62.69355010986328,
528.43896484375, 54.6011848449707, -129.58148193359375,
425.02679443359375, 54.069297790527344, -129.32919311523438,
404.1046142578125, -5.310037612915039, 151.79736328125,
704.6455078125, 37.65180969238281, 76.03317260742188,
425.4476318359375, 17.811689376831055, 104.68785095214844,
643.34765625, 37.68635177612305, 76.007568359375,
415.16748046875, 69.09820556640625, -26.97301483154297,
406.6434326171875, 69.95722961425781, -26.969871520996094,
633.2919921875, 37.44751739501953, 76.0829086303711,
506.66650390625, 37.305259704589844, 76.7314453125,
1390.0699462890625, -68.82696533203125, -90.60798645019531,
419.037353515625, -15.085567474365234, -68.68185424804688,
405.3377685546875, 80.56047058105469, -66.65496063232422,
1277.0189208984375, 3.33636474609375, -65.55422973632812,
1067.0682373046875, 3.5894439220428467, -65.76741790771484,
727.1085205078125, 3.6665172576904297, -65.41077423095703,
642.1873779296875, 68.44808197021484, -32.16108322143555,
834.65771484375, 28.323163986206055, 98.74755096435547,
1207.5174560546875, -65.44952392578125, -63.74465560913086,
1155.478271484375, -65.47193145751953, -63.53593063354492,
1010.887451171875, -65.19204711914062, -63.127262115478516,
824.7345581054688, -65.11238098144531, -63.96125793457031,
409.217041015625, 74.06786346435547, -25.104755401611328,
630.681640625, 69.9294204711914, -28.210416793823242,
614.50146484375, 69.92682647705078, -28.95785903930664,
607.98681640625, 69.99918365478516, -28.36835479736328,
528.09912109375, 69.892822265625, -28.581756591796875,
502.2144470214844, 69.93280792236328, -28.103836059570312,
501.53240966796875, 53.87931823730469, -129.86692810058594,
406.9730224609375, 53.97964096069336, -129.2649688720703,
536.990234375, -68.78099060058594, -64.7229232788086,
725.556640625, 28.173168182373047, 90.16372680664062,
710.9384765625, 28.14933967590332, 90.0730972290039,
418.244140625, 28.060626983642578, 90.50048065185547,
529.0126953125, 35.9622688293457, 73.08897399902344,
468.066162109375, 35.32661819458008, 73.08042907714844,
424.83203125, 35.439144134521484, 73.41387176513672,
407.4161376953125, 7.891047954559326, -71.48031616210938,
441.36285400390625, 79.3973617553711, -78.20721435546875,
428.4991455078125, 69.54049682617188, -25.336238861083984,
422.027587890625, -5.506781101226807, -78.26118469238281,
407.8807373046875, -5.752642631530762, -78.15302276611328,
538.1695556640625, 72.00755310058594, -28.498920440673828,
419.1529235839844, 82.2043685913086, -39.865962982177734,
643.755615234375, 58.99272918701172, -137.45985412597656,
532.218994140625, 58.95513916015625, -137.39462280273438,
508.654052734375, 58.84930419921875, -137.36651611328125,
606.09716796875, -73.83045959472656, 165.2984161376953,
606.0113525390625, -73.8852310180664, 165.2642364501953,
1509.01220703125, 27.763681411743164, 97.11930847167969,
906.0126953125, 27.736228942871094, 97.1539535522461,
459.93896484375, -0.15871526300907135, -78.62815856933594,
418.4781494140625, -6.952175617218018, -77.40524291992188,
450.935791015625, 25.550521850585938, -106.79467010498047,
720.06494140625, 75.14359283447266, -22.814865112304688,
700.025634765625, 75.15057373046875, -22.6910343170166,
409.6832275390625, 26.887733459472656, 105.62725830078125,
508.7321472167969, 30.95711326599121, 110.77290344238281,
411.1895751953125, 30.121932983398438, 110.26487731933594,
409.532470703125, 30.40241241455078, 110.5883560180664,
407.68524169921875, 30.33987808227539, 110.57948303222656,
710.2018432617188, 81.80946350097656, -51.05313491821289,
421.59210205078125, 81.63894653320312, -51.01446533203125,
401.6776123046875, -75.30262756347656, -110.7468032836914,
402.066650390625, 67.75228881835938, -34.03126907348633,
400.9638671875, 67.42015838623047, -34.2747688293457,
440.14080810546875, 73.81193542480469, -56.289573669433594,
429.3622131347656, 73.78395080566406, -56.72994613647461,
632.6500854492188, -1.0178780555725098, 110.32293701171875,
635.5717163085938, 62.1578369140625, 6.7310075759887695,
546.6064453125, 0.32191890478134155, 127.40814208984375,
631.6339111328125, 62.169883728027344, 6.613816261291504,
541.6339721679688, 70.50753784179688, -53.3528938293457,
514.4439086914062, 80.89196014404297, -60.530731201171875,
624.3203125, 30.85330581665039, 93.92007446289062,
752.8074951171875, 65.96775817871094, -52.377845764160156,
540.6142578125, 30.094074249267578, 93.93858337402344,
640.646484375, 65.90038299560547, -52.13856506347656,
459.74346923828125, 65.76170349121094, -52.552215576171875,
416.857421875, 30.896516799926758, 93.79519653320312,
427.600341796875, 65.81171417236328, -52.57761764526367,
847.74560546875, 35.58143997192383, 74.539306640625,
702.369140625, 35.21815490722656, 74.54711151123047,
511.61962890625, 35.662933349609375, 74.96524047851562,
621.6226806640625, 62.36322784423828, -6.690535545349121,
410.9404296875, -84.70474243164062, 175.00424194335938,
526.3331298828125, -45.33256530761719, 166.94793701171875,
511.7579345703125, -45.421287536621094, 166.97305297851562,
909.94140625, 70.96324920654297, -25.80340003967285,
700.853515625, 70.96650695800781, -25.964223861694336,
432.587158203125, 44.75892639160156, 5.899620056152344,
406.4377746582031, -48.78825378417969, 68.90839385986328,
415.18603515625, 44.630821228027344, 5.890404224395752,
636.4962768554688, 77.33389282226562, -66.65379333496094,
412.7567138671875, 60.53636169433594, -142.99688720703125,
405.4036865234375, 0.464231938123703, -65.53499603271484,
946.040283203125, 71.99009704589844, -25.294269561767578,
759.3651733398438, 71.02263641357422, -25.925546646118164,
664.3375244140625, 71.90035247802734, -25.860746383666992,
616.620849609375, 71.99790954589844, -25.45981788635254,
401.673828125, 34.80479431152344, 77.8335189819336,
527.91015625, 68.29832458496094, -33.2900276184082,
401.0810546875, 34.067203521728516, 77.01282501220703,
506.8406982421875, 68.30387878417969, -33.15462112426758,
458.8941650390625, 68.47636413574219, -33.36653137207031,
415.4822998046875, 33.77853012084961, 104.34716796875,
629.3413696289062, 31.21616554260254, 110.39175415039062,
1078.78564453125, 29.159088134765625, 96.48538208007812,
942.98388671875, 29.789546966552734, 96.04623413085938,
916.0966796875, 29.777420043945312, 96.14141845703125,
740.409912109375, -3.543835163116455, 136.7925567626953,
611.9541015625, -3.9824886322021484, 136.69175720214844,
747.06201171875, 82.17536163330078, -43.996826171875,
746.784423828125, 46.56196212768555, 7.90183687210083,
453.98828125, 46.477081298828125, 7.699613571166992,
509.71356201171875, -51.99959182739258, -74.76375579833984,
414.392578125, -33.290042877197266, -69.94471740722656,
412.15380859375, -33.97550964355469, -69.87928009033203,
529.4599609375, -13.414190292358398, -72.89088439941406,
404.3994140625, -13.416029930114746, -72.83208465576172,
729.1427612304688, 77.02535247802734, 15.869462013244629,
412.6822509765625, -74.59436798095703, -11.019744873046875,
727.9424438476562, 73.41207885742188, -24.960857391357422,
645.4136962890625, 73.50066375732422, -24.764705657958984,
727.395263671875, 60.55348587036133, -140.326171875,
708.54296875, 60.587127685546875, -140.6566162109375,
603.49072265625, 60.54417419433594, -140.389404296875,
751.48583984375, -67.72557067871094, -68.60486602783203,
423.326904296875, 31.8907470703125, -104.86294555664062,
436.207275390625, -72.02561950683594, 3.1827995777130127,
835.4928588867188, 66.4102554321289, -64.83427429199219,
451.1297607421875, 66.70439147949219, -64.73506927490234,
430.58984375, 54.971683502197266, -128.16885375976562,
439.73876953125, 66.65487670898438, 13.431124687194824,
1046.8427734375, 27.851303100585938, 89.30149841308594,
607.93408203125, 27.801677703857422, 89.55863952636719,
918.9817504882812, -66.31525421142578, 162.3695526123047,
606.3758544921875, 67.068603515625, -64.07127380371094,
554.184814453125, 67.14816284179688, -64.87626647949219,
840.009521484375, 46.81656265258789, 8.964542388916016,
506.510986328125, 46.8121337890625, 8.748601913452148,
935.137939453125, -4.887513637542725, 140.41799926757812,
452.268310546875, 46.85979080200195, 8.508481979370117,
624.78955078125, -4.9268622398376465, 140.4334259033203,
536.866455078125, -4.722393035888672, 140.226806640625,
445.97900390625, 35.85326385498047, 80.40005493164062,
464.94732666015625, 65.95680236816406, -53.2071533203125,
510.6683349609375, -73.15715789794922, 164.2837677001953,
808.1226806640625, 71.51116943359375, -28.227689743041992,
513.6591186523438, 61.15420150756836, -45.003379821777344,
1244.6318359375, 39.57296371459961, 70.06914520263672,
629.890869140625, 39.60475158691406, 70.26887512207031,
830.76611328125, 71.35443115234375, -53.08383560180664,
401.85888671875, 39.59029006958008, 70.11973571777344,
411.865966796875, 39.13017272949219, 67.73721313476562,
